dep,arr,date,times,price,grade,direct or nondirect
ICN,FUK,2023-07-20,15:30-16:45,186900,economy,직항
ICN,FUK,2023-07-20,14:45-16:10,191732,economy,직항
ICN,FUK,2023-07-20,16:05-17:30,201900,economy,직항
ICN,FUK,2023-07-20,18:20-19:40,205906,economy,직항
ICN,FUK,2023-07-20,18:35-19:55,226996,economy,직항
ICN,FUK,2023-07-20,18:20-19:40,277191,economy,직항
ICN,FUK,2023-07-20,18:35-19:55,284466,economy,직항
ICN,FUK,2023-07-20,14:00-15:25,288174,economy,직항
ICN,FUK,2023-07-20,14:00-15:25,295500,economy,직항
ICN,FUK,2023-07-20,16:00-21:40,736757,economy,1회 경유
ICN,FUK,2023-07-20,16:00-21:40,753496,economy,1회 경유
ICN,FUK,2023-07-21,07:30-08:55,132399,economy,직항
ICN,FUK,2023-07-21,11:40-13:00,152400,economy,직항
ICN,FUK,2023-07-21,14:25-16:00,154199,economy,직항
ICN,FUK,2023-07-21,18:25-19:50,158450,economy,직항
ICN,FUK,2023-07-21,08:35-10:00,161255,economy,직항
ICN,FUK,2023-07-21,15:55-17:15,165791,economy,직항
ICN,FUK,2023-07-21,16:50-18:15,165791,economy,직항
ICN,FUK,2023-07-21,13:55-15:25,165791,economy,직항
ICN,FUK,2023-07-21,09:35-11:00,171100,economy,직항
ICN,FUK,2023-07-21,06:25-08:00,171100,economy,직항
ICN,FUK,2023-07-21,16:05-17:30,175986,economy,직항
ICN,FUK,2023-07-21,10:05-11:30,184350,economy,직항
ICN,FUK,2023-07-21,12:00-13:20,200351,economy,직항
ICN,FUK,2023-07-21,07:30-08:50,200351,economy,직항
ICN,FUK,2023-07-21,08:45-10:15,205608,economy,직항
ICN,FUK,2023-07-21,18:20-19:40,205906,economy,직항
ICN,FUK,2023-07-21,12:30-13:50,205906,economy,직항
ICN,FUK,2023-07-21,18:25-19:50,206349,economy,직항
ICN,FUK,2023-07-21,18:35-19:55,207594,economy,직항
ICN,FUK,2023-07-21,14:00-15:25,207594,economy,직항
ICN,FUK,2023-07-21,08:35-10:00,208201,economy,직항
ICN,FUK,2023-07-21,16:05-17:30,224055,economy,직항
ICN,FUK,2023-07-21,09:35-11:00,224055,economy,직항
ICN,FUK,2023-07-21,08:00-09:25,242604,economy,직항
ICN,FUK,2023-07-21,15:30-16:45,247477,economy,직항
ICN,FUK,2023-07-21,08:45-10:15,277176,economy,직항
ICN,FUK,2023-07-21,18:20-19:40,277191,economy,직항
ICN,FUK,2023-07-21,12:30-13:50,277191,economy,직항
ICN,FUK,2023-07-21,18:35-19:55,281490,economy,직항
ICN,FUK,2023-07-21,14:00-15:25,281490,economy,직항
ICN,FUK,2023-07-22,16:50-18:15,162937,economy,직항
ICN,FUK,2023-07-22,07:30-08:55,173391,economy,직항
ICN,FUK,2023-07-22,15:30-16:45,174114,economy,직항
ICN,FUK,2023-07-22,09:35-11:00,174582,economy,직항
ICN,FUK,2023-07-22,16:05-17:30,174582,economy,직항
ICN,FUK,2023-07-22,07:40-09:05,175900,economy,직항
ICN,FUK,2023-07-22,14:25-16:00,175900,economy,직항
ICN,FUK,2023-07-22,10:05-11:30,184350,economy,직항
ICN,FUK,2023-07-22,08:35-10:00,185800,economy,직항
ICN,FUK,2023-07-22,15:55-17:15,197541,economy,직항
ICN,FUK,2023-07-22,18:35-19:55,207594,economy,직항
ICN,FUK,2023-07-22,08:45-10:15,209579,economy,직항
ICN,FUK,2023-07-22,12:30-13:50,210104,economy,직항
ICN,FUK,2023-07-22,18:20-19:40,210104,economy,직항
ICN,FUK,2023-07-22,12:00-13:20,216322,economy,직항
ICN,FUK,2023-07-22,13:55-15:25,216322,economy,직항
ICN,FUK,2023-07-22,15:30-16:45,224055,economy,직항
ICN,FUK,2023-07-22,16:05-17:30,224055,economy,직항
ICN,FUK,2023-07-22,09:35-11:00,224055,economy,직항
ICN,FUK,2023-07-22,10:05-11:30,233357,economy,직항
ICN,FUK,2023-07-22,14:45-16:10,236853,economy,직항
ICN,FUK,2023-07-22,12:30-13:50,236911,economy,직항
ICN,FUK,2023-07-22,08:45-10:15,236911,economy,직항
ICN,FUK,2023-07-22,08:35-10:00,248265,economy,직항
ICN,FUK,2023-07-22,14:00-15:25,254274,economy,직항
ICN,FUK,2023-07-22,06:25-08:00,254600,economy,직항
ICN,FUK,2023-07-22,08:00-09:25,258164,economy,직항
ICN,FUK,2023-07-22,07:30-08:50,266700,economy,직항
ICN,FUK,2023-07-22,16:10-20:55,269809,economy,1회 경유
ICN,FUK,2023-07-22,14:45-16:10,276499,economy,직항
ICN,FUK,2023-07-23,11:40-12:55,152400,economy,직항
ICN,FUK,2023-07-23,15:55-17:15,200351,economy,직항
ICN,FUK,2023-07-23,18:25-19:50,209200,economy,직항
ICN,FUK,2023-07-23,18:20-19:40,210104,economy,직항
ICN,FUK,2023-07-23,07:35-08:55,222900,economy,직항
ICN,FUK,2023-07-23,14:25-16:00,222900,economy,직항
ICN,FUK,2023-07-23,15:30-16:45,234132,economy,직항
ICN,FUK,2023-07-23,08:35-10:00,234132,economy,직항
ICN,FUK,2023-07-23,09:35-11:00,234132,economy,직항
ICN,FUK,2023-07-23,06:25-07:55,234132,economy,직항
ICN,FUK,2023-07-23,16:00-17:30,234132,economy,직항
ICN,FUK,2023-07-23,16:50-18:15,234300,economy,직항
ICN,FUK,2023-07-23,10:05-11:30,240950,economy,직항
ICN,FUK,2023-07-23,18:35-19:55,242200,economy,직항
ICN,FUK,2023-07-23,14:45-16:10,254045,economy,직항
ICN,FUK,2023-07-23,08:45-10:15,256997,economy,직항
ICN,FUK,2023-07-23,12:30-13:50,257423,economy,직항
ICN,FUK,2023-07-23,08:00-09:25,258400,economy,직항
ICN,FUK,2023-07-23,14:00-15:25,258400,economy,직항
ICN,FUK,2023-07-23,18:25-19:50,262180,economy,직항
ICN,FUK,2023-07-23,13:55-15:25,266700,economy,직항
ICN,FUK,2023-07-23,18:35-19:55,269500,economy,직항
ICN,FUK,2023-07-23,08:00-09:25,269500,economy,직항
ICN,FUK,2023-07-23,14:00-15:25,269500,economy,직항
ICN,FUK,2023-07-23,18:20-19:40,270000,economy,직항
ICN,FUK,2023-07-23,08:45-10:15,270000,economy,직항
ICN,FUK,2023-07-23,10:05-11:30,276499,economy,직항
ICN,FUK,2023-07-23,18:20-19:40,283287,economy,직항
ICN,FUK,2023-07-23,18:20-19:40,283287,economy,직항
ICN,FUK,2023-07-23,18:20-19:40,283287,economy,직항
ICN,FUK,2023-07-24,18:25-19:50,141150,economy,직항
ICN,FUK,2023-07-24,15:30-16:45,158533,economy,직항
ICN,FUK,2023-07-24,16:05-17:30,159015,economy,직항
ICN,FUK,2023-07-24,14:25-16:00,170749,economy,직항
ICN,FUK,2023-07-24,14:45-16:10,184350,economy,직항
ICN,FUK,2023-07-24,18:20-19:40,184978,economy,직항
ICN,FUK,2023-07-24,08:45-10:15,184978,economy,직항
ICN,FUK,2023-07-24,15:55-17:15,196288,economy,직항
ICN,FUK,2023-07-24,16:50-18:15,196288,economy,직항
ICN,FUK,2023-07-24,18:25-19:50,205002,economy,직항
ICN,FUK,2023-07-24,18:35-19:55,207594,economy,직항
ICN,FUK,2023-07-24,12:30-13:50,207962,economy,직항
ICN,FUK,2023-07-24,15:30-16:45,207963,economy,직항
ICN,FUK,2023-07-24,16:05-17:30,207963,economy,직항
ICN,FUK,2023-07-24,06:25-07:55,227500,economy,직항
ICN,FUK,2023-07-24,14:45-16:10,233570,economy,직항
ICN,FUK,2023-07-24,08:35-10:00,234132,economy,직항
ICN,FUK,2023-07-24,09:35-11:00,234132,economy,직항
ICN,FUK,2023-07-24,10:05-11:30,240950,economy,직항
ICN,FUK,2023-07-24,07:35-08:55,241700,economy,직항
ICN,FUK,2023-07-24,14:00-15:25,253000,economy,직항
ICN,FUK,2023-07-24,08:00-09:25,258400,economy,직항
ICN,FUK,2023-07-24,12:00-13:20,266700,economy,직항
ICN,FUK,2023-07-24,18:35-19:55,269500,economy,직항
ICN,FUK,2023-07-24,08:00-09:25,269500,economy,직항
ICN,FUK,2023-07-24,14:00-15:25,269500,economy,직항
ICN,FUK,2023-07-24,18:20-19:40,270000,economy,직항
ICN,FUK,2023-07-24,12:30-13:50,270000,economy,직항
ICN,FUK,2023-07-24,08:45-10:15,270000,economy,직항
ICN,FUK,2023-07-24,10:05-11:30,277123,economy,직항
ICN,FUK,2023-07-25,16:50-18:15,105143,economy,직항
ICN,FUK,2023-07-25,18:25-19:50,111246,economy,직항
ICN,FUK,2023-07-25,14:45-16:10,115250,economy,직항
ICN,FUK,2023-07-25,16:05-17:30,116021,economy,직항
ICN,FUK,2023-07-25,14:25-16:00,124182,economy,직항
ICN,FUK,2023-07-25,15:55-17:15,127848,economy,직항
ICN,FUK,2023-07-25,07:30-08:55,130649,economy,직항
ICN,FUK,2023-07-25,15:30-16:45,133236,economy,직항
ICN,FUK,2023-07-25,07:40-09:05,133236,economy,직항
ICN,FUK,2023-07-25,13:55-15:25,139128,economy,직항
ICN,FUK,2023-07-25,11:40-12:55,143207,economy,직항
ICN,FUK,2023-07-25,16:05-17:30,156362,economy,직항
ICN,FUK,2023-07-25,10:05-11:30,158450,economy,직항
ICN,FUK,2023-07-25,18:25-19:50,168476,economy,직항
ICN,FUK,2023-07-25,14:45-16:10,168476,economy,직항
ICN,FUK,2023-07-25,09:35-11:00,173916,economy,직항
ICN,FUK,2023-07-25,15:30-16:45,179771,economy,직항
ICN,FUK,2023-07-25,12:00-13:20,180612,economy,직항
ICN,FUK,2023-07-25,07:30-08:50,180612,economy,직항
ICN,FUK,2023-07-25,18:20-19:40,184978,economy,직항
ICN,FUK,2023-07-25,12:30-13:50,184978,economy,직항
ICN,FUK,2023-07-25,08:45-10:15,184978,economy,직항
ICN,FUK,2023-07-25,13:55-15:25,200500,economy,직항
ICN,FUK,2023-07-25,10:05-11:30,205668,economy,직항
ICN,FUK,2023-07-25,18:35-19:55,207594,economy,직항
ICN,FUK,2023-07-25,14:00-15:25,207594,economy,직항
ICN,FUK,2023-07-25,08:00-09:25,207594,economy,직항
ICN,FUK,2023-07-25,08:35-10:00,221197,economy,직항
ICN,FUK,2023-07-25,09:35-11:00,233469,economy,직항
ICN,FUK,2023-07-25,06:25-08:00,234132,economy,직항
ICN,FUK,2023-07-26,16:05-17:30,123100,economy,직항
ICN,FUK,2023-07-26,11:40-13:00,130649,economy,직항
ICN,FUK,2023-07-26,07:30-08:55,130649,economy,직항
ICN,FUK,2023-07-26,14:45-16:10,132550,economy,직항
ICN,FUK,2023-07-26,18:25-19:50,132550,economy,직항
ICN,FUK,2023-07-26,07:35-08:55,137117,economy,직항
ICN,FUK,2023-07-26,15:55-17:15,139128,economy,직항
ICN,FUK,2023-07-26,14:25-16:00,147465,economy,직항
ICN,FUK,2023-07-26,16:50-18:15,150565,economy,직항
ICN,FUK,2023-07-26,10:05-11:30,158450,economy,직항
ICN,FUK,2023-07-26,06:25-08:00,160400,economy,직항
ICN,FUK,2023-07-26,12:00-13:20,162003,economy,직항
ICN,FUK,2023-07-26,13:55-15:25,162003,economy,직항
ICN,FUK,2023-07-26,16:05-17:30,175841,economy,직항
ICN,FUK,2023-07-26,18:25-19:50,178476,economy,직항
ICN,FUK,2023-07-26,14:45-16:10,178476,economy,직항
ICN,FUK,2023-07-26,07:30-08:50,180612,economy,직항
ICN,FUK,2023-07-26,18:20-19:40,184978,economy,직항
ICN,FUK,2023-07-26,10:05-11:30,205810,economy,직항
ICN,FUK,2023-07-26,18:35-19:55,207594,economy,직항
ICN,FUK,2023-07-26,14:00-15:25,207594,economy,직항
ICN,FUK,2023-07-26,08:45-10:15,209551,economy,직항
ICN,FUK,2023-07-26,12:30-13:50,210061,economy,직항
ICN,FUK,2023-07-26,12:00-13:20,222491,economy,직항
ICN,FUK,2023-07-26,13:55-15:25,222491,economy,직항
ICN,FUK,2023-07-26,15:30-16:45,234132,economy,직항
ICN,FUK,2023-07-26,08:35-10:00,234132,economy,직항
ICN,FUK,2023-07-26,09:35-11:00,234132,economy,직항
ICN,FUK,2023-07-26,08:00-09:25,242200,economy,직항
ICN,FUK,2023-07-26,07:30-08:50,247068,economy,직항
ICN,FUK,2023-07-27,18:25-19:50,97950,economy,직항
ICN,FUK,2023-07-27,15:55-17:15,105143,economy,직항
ICN,FUK,2023-07-27,16:50-18:15,105143,economy,직항
ICN,FUK,2023-07-27,14:45-16:10,115250,economy,직항
ICN,FUK,2023-07-27,14:25-16:00,116420,economy,직항
ICN,FUK,2023-07-27,16:05-17:30,127532,economy,직항
ICN,FUK,2023-07-27,13:55-15:25,127848,economy,직항
ICN,FUK,2023-07-27,07:30-08:55,130649,economy,직항
ICN,FUK,2023-07-27,07:40-09:05,134529,economy,직항
ICN,FUK,2023-07-27,18:25-19:50,137739,economy,직항
ICN,FUK,2023-07-27,12:00-13:20,139128,economy,직항
ICN,FUK,2023-07-27,07:30-08:50,139128,economy,직항
ICN,FUK,2023-07-27,10:05-11:30,141150,economy,직항
ICN,FUK,2023-07-27,11:40-12:55,143022,economy,직항
ICN,FUK,2023-07-27,08:35-10:00,150702,economy,직항
ICN,FUK,2023-07-27,09:35-11:00,150702,economy,직항
ICN,FUK,2023-07-27,14:45-16:10,168292,economy,직항
ICN,FUK,2023-07-27,16:05-17:30,174244,economy,직항
ICN,FUK,2023-07-27,13:55-15:25,179804,economy,직항
ICN,FUK,2023-07-27,12:30-13:50,184978,economy,직항
ICN,FUK,2023-07-27,18:20-19:40,184978,economy,직항
ICN,FUK,2023-07-27,07:30-08:50,184978,economy,직항
ICN,FUK,2023-07-27,08:45-10:15,184978,economy,직항
ICN,FUK,2023-07-27,09:35-11:00,197942,economy,직항
ICN,FUK,2023-07-27,08:35-10:00,197942,economy,직항
ICN,FUK,2023-07-27,12:00-13:20,203087,economy,직항
ICN,FUK,2023-07-27,10:05-11:30,205130,economy,직항
ICN,FUK,2023-07-27,18:35-19:55,207594,economy,직항
ICN,FUK,2023-07-27,15:30-16:45,234132,economy,직항
ICN,FUK,2023-07-27,08:00-09:25,242200,economy,직항
ICN,FUK,2023-07-28,16:50-18:15,116581,economy,직항
ICN,FUK,2023-07-28,14:25-16:00,124182,economy,직항
ICN,FUK,2023-07-28,15:55-17:15,127848,economy,직항
ICN,FUK,2023-07-28,13:55-15:25,127848,economy,직항
ICN,FUK,2023-07-28,07:30-08:55,130649,economy,직항
ICN,FUK,2023-07-28,14:45-16:10,132550,economy,직항
ICN,FUK,2023-07-28,18:25-19:50,132550,economy,직항
ICN,FUK,2023-07-28,08:35-10:00,136964,economy,직항
ICN,FUK,2023-07-28,11:40-13:00,143584,economy,직항
ICN,FUK,2023-07-28,07:30-08:55,147465,economy,직항
ICN,FUK,2023-07-28,16:05-17:30,159256,economy,직항
ICN,FUK,2023-07-28,09:35-11:00,159256,economy,직항
ICN,FUK,2023-07-28,12:00-13:20,162003,economy,직항
ICN,FUK,2023-07-28,06:25-08:00,173561,economy,직항
ICN,FUK,2023-07-28,14:45-16:10,178505,economy,직항
ICN,FUK,2023-07-28,18:25-19:50,178505,economy,직항
ICN,FUK,2023-07-28,08:35-10:00,179063,economy,직항
ICN,FUK,2023-07-28,07:30-08:50,180450,economy,직항
ICN,FUK,2023-07-28,10:05-11:30,184350,economy,직항
ICN,FUK,2023-07-28,18:20-19:40,184978,economy,직항
ICN,FUK,2023-07-28,12:30-13:50,184978,economy,직항
ICN,FUK,2023-07-28,08:45-10:15,203722,economy,직항
ICN,FUK,2023-07-28,09:35-11:00,206140,economy,직항
ICN,FUK,2023-07-28,18:35-19:55,207594,economy,직항
ICN,FUK,2023-07-28,16:05-17:30,216564,economy,직항
ICN,FUK,2023-07-28,06:25-08:00,233051,economy,직항
ICN,FUK,2023-07-28,10:05-11:30,233158,economy,직항
ICN,FUK,2023-07-28,15:30-16:45,234132,economy,직항
ICN,FUK,2023-07-28,14:00-15:25,242200,economy,직항
ICN,FUK,2023-07-28,08:00-09:25,242200,economy,직항
ICN,FUK,2023-07-29,18:25-19:50,184350,economy,직항
ICN,FUK,2023-07-29,14:25-16:00,199400,economy,직항
ICN,FUK,2023-07-29,18:35-19:55,207594,economy,직항
ICN,FUK,2023-07-29,16:50-18:15,215455,economy,직항
ICN,FUK,2023-07-29,15:55-17:15,232848,economy,직항
ICN,FUK,2023-07-29,18:25-19:50,233158,economy,직항
ICN,FUK,2023-07-29,15:30-16:45,234132,economy,직항
ICN,FUK,2023-07-29,16:05-17:30,234132,economy,직항
ICN,FUK,2023-07-29,18:20-19:40,236686,economy,직항
ICN,FUK,2023-07-29,14:45-16:10,240950,economy,직항
ICN,FUK,2023-07-29,13:55-15:25,257700,economy,직항
ICN,FUK,2023-07-29,12:30-13:50,257834,economy,직항
ICN,FUK,2023-07-29,14:00-15:25,258400,economy,직항
ICN,FUK,2023-07-29,12:00-13:20,266700,economy,직항
ICN,FUK,2023-07-29,18:35-19:55,269500,economy,직항
ICN,FUK,2023-07-29,14:00-15:25,269500,economy,직항
ICN,FUK,2023-07-29,14:45-16:10,276074,economy,직항
ICN,FUK,2023-07-29,18:35-19:55,305500,economy,직항
ICN,FUK,2023-07-29,14:00-15:25,305500,economy,직항
ICN,FUK,2023-07-29,15:30-16:45,313578,economy,직항
ICN,FUK,2023-07-29,16:05-17:30,313578,economy,직항
ICN,FUK,2023-07-29,18:20-19:40,327268,economy,직항
ICN,FUK,2023-07-29,18:20-19:40,327268,economy,직항
ICN,FUK,2023-07-29,18:20-19:40,327268,economy,직항
ICN,FUK,2023-07-29,18:20-19:40,327268,economy,직항
ICN,FUK,2023-07-29,13:55-15:25,332442,economy,직항
ICN,FUK,2023-07-29,14:00-15:25,340203,economy,직항
ICN,FUK,2023-07-29,14:00-15:25,340203,economy,직항
ICN,FUK,2023-07-29,12:00-13:20,342790,economy,직항
ICN,FUK,2023-07-29,12:30-13:50,347964,economy,직항
ICN,FUK,2023-07-30,14:45-16:10,209200,economy,직항
ICN,FUK,2023-07-30,18:25-19:50,209200,economy,직항
ICN,FUK,2023-07-30,15:55-17:15,217631,economy,직항
ICN,FUK,2023-07-30,16:00-17:30,221197,economy,직항
ICN,FUK,2023-07-30,07:35-08:55,222900,economy,직항
ICN,FUK,2023-07-30,14:25-16:00,222900,economy,직항
ICN,FUK,2023-07-30,15:30-16:45,234132,economy,직항
ICN,FUK,2023-07-30,09:35-11:00,234132,economy,직항
ICN,FUK,2023-07-30,08:35-10:00,234132,economy,직항
ICN,FUK,2023-07-30,06:25-07:55,234132,economy,직항
ICN,FUK,2023-07-30,16:50-18:15,234300,economy,직항
ICN,FUK,2023-07-30,10:05-11:30,240950,economy,직항
ICN,FUK,2023-07-30,18:35-19:55,242200,economy,직항
ICN,FUK,2023-07-30,08:45-10:15,247068,economy,직항
ICN,FUK,2023-07-30,12:30-13:50,257834,economy,직항
ICN,FUK,2023-07-30,18:25-19:50,261797,economy,직항
ICN,FUK,2023-07-30,14:45-16:10,261797,economy,직항
ICN,FUK,2023-07-30,14:00-15:25,263900,economy,직항
ICN,FUK,2023-07-30,08:00-09:25,263900,economy,직항
ICN,FUK,2023-07-30,12:00-13:20,266700,economy,직항
ICN,FUK,2023-07-30,07:30-08:50,266700,economy,직항
ICN,FUK,2023-07-30,13:55-15:25,266700,economy,직항
ICN,FUK,2023-07-30,18:35-19:55,269500,economy,직항
ICN,FUK,2023-07-30,08:00-09:25,269500,economy,직항
ICN,FUK,2023-07-30,12:30-13:50,270000,economy,직항
ICN,FUK,2023-07-30,08:45-10:15,270000,economy,직항
ICN,FUK,2023-07-30,10:05-11:30,276074,economy,직항
ICN,FUK,2023-07-30,16:00-17:30,283080,economy,직항
ICN,FUK,2023-07-30,15:30-16:45,297542,economy,직항
ICN,FUK,2023-07-30,08:35-10:00,297542,economy,직항
ICN,FUK,2023-07-31,18:25-19:50,141150,economy,직항
ICN,FUK,2023-07-31,15:55-17:15,150813,economy,직항
ICN,FUK,2023-07-31,16:50-18:15,154271,economy,직항
ICN,FUK,2023-07-31,14:25-16:00,156520,economy,직항
ICN,FUK,2023-07-31,07:35-08:55,170749,economy,직항
ICN,FUK,2023-07-31,15:30-16:45,173604,economy,직항
ICN,FUK,2023-07-31,16:05-17:30,173745,economy,직항
ICN,FUK,2023-07-31,13:55-15:25,181359,economy,직항
ICN,FUK,2023-07-31,07:30-08:55,182391,economy,직항
ICN,FUK,2023-07-31,14:45-16:10,184350,economy,직항
ICN,FUK,2023-07-31,09:35-11:00,197795,economy,직항
ICN,FUK,2023-07-31,18:20-19:40,204403,economy,직항
ICN,FUK,2023-07-31,18:25-19:50,205215,economy,직항
ICN,FUK,2023-07-31,08:35-10:00,205674,economy,직항
ICN,FUK,2023-07-31,18:35-19:55,207594,economy,직항
ICN,FUK,2023-07-31,10:05-11:30,209200,economy,직항
ICN,FUK,2023-07-31,15:30-16:45,223817,economy,직항
ICN,FUK,2023-07-31,16:05-17:30,223817,economy,직항
ICN,FUK,2023-07-31,08:45-10:15,227579,economy,직항
ICN,FUK,2023-07-31,14:45-16:10,233726,economy,직항
ICN,FUK,2023-07-31,06:25-07:55,234132,economy,직항
ICN,FUK,2023-07-31,12:30-13:50,237182,economy,직항
ICN,FUK,2023-07-31,13:55-15:25,247068,economy,직항
ICN,FUK,2023-07-31,09:35-11:00,248028,economy,직항
ICN,FUK,2023-07-31,12:00-13:20,250500,economy,직항
ICN,FUK,2023-07-31,07:30-08:50,250500,economy,직항
ICN,FUK,2023-07-31,08:00-09:25,258400,economy,직항
ICN,FUK,2023-07-31,14:00-15:25,261100,economy,직항
ICN,FUK,2023-07-31,10:05-11:30,261939,economy,직항
ICN,FUK,2023-07-31,18:35-19:55,269500,economy,직항
ICN,FUK,2023-08-01,18:25-19:50,115250,economy,직항
ICN,FUK,2023-08-01,15:55-17:15,142751,economy,직항
ICN,FUK,2023-08-01,07:30-08:55,143584,economy,직항
ICN,FUK,2023-08-01,06:25-08:00,143800,economy,직항
ICN,FUK,2023-08-01,14:25-16:00,147465,economy,직항
ICN,FUK,2023-08-01,16:50-18:15,154271,economy,직항
ICN,FUK,2023-08-01,13:55-15:25,154271,economy,직항
ICN,FUK,2023-08-01,16:05-17:30,156663,economy,직항
ICN,FUK,2023-08-01,11:25-13:05,157399,economy,직항
ICN,FUK,2023-08-01,14:45-16:10,158450,economy,직항
ICN,FUK,2023-08-01,15:30-16:45,158774,economy,직항
ICN,FUK,2023-08-01,08:35-10:00,159355,economy,직항
ICN,FUK,2023-08-01,07:30-08:50,165791,economy,직항
ICN,FUK,2023-08-01,18:25-19:50,168476,economy,직항
ICN,FUK,2023-08-01,07:40-09:05,170749,economy,직항
ICN,FUK,2023-08-01,10:05-11:30,184350,economy,직항
ICN,FUK,2023-08-01,09:35-11:00,197795,economy,직항
ICN,FUK,2023-08-01,18:20-19:40,204445,economy,직항
ICN,FUK,2023-08-01,14:45-16:10,205215,economy,직항
ICN,FUK,2023-08-01,18:35-19:55,207594,economy,직항
ICN,FUK,2023-08-01,15:30-16:45,207963,economy,직항
ICN,FUK,2023-08-01,08:35-10:00,207963,economy,직항
ICN,FUK,2023-08-01,16:05-17:30,207963,economy,직항
ICN,FUK,2023-08-01,08:45-10:15,209962,economy,직항
ICN,FUK,2023-08-01,12:30-13:50,210472,economy,직항
ICN,FUK,2023-08-01,16:10-20:55,226466,economy,1회 경유
ICN,FUK,2023-08-01,15:40-20:55,232567,economy,1회 경유
ICN,FUK,2023-08-01,10:05-11:30,233811,economy,직항
ICN,FUK,2023-08-01,09:00-15:05,246191,economy,1회 경유
ICN,FUK,2023-08-01,09:35-11:00,248028,economy,직항
ICN,FUK,2023-08-02,18:25-19:50,123850,economy,직항
ICN,FUK,2023-08-02,15:55-17:15,139128,economy,직항
ICN,FUK,2023-08-02,14:45-16:10,141150,economy,직항
ICN,FUK,2023-08-02,16:05-17:30,142291,economy,직항
ICN,FUK,2023-08-02,07:30-08:55,143584,economy,직항
ICN,FUK,2023-08-02,14:25-16:00,147465,economy,직항
ICN,FUK,2023-08-02,15:30-16:45,150093,economy,직항
ICN,FUK,2023-08-02,16:50-18:15,150813,economy,직항
ICN,FUK,2023-08-02,11:25-13:05,160400,economy,직항
ICN,FUK,2023-08-02,18:25-19:50,168476,economy,직항
ICN,FUK,2023-08-02,06:25-08:00,173604,economy,직항
ICN,FUK,2023-08-02,12:00-13:20,181359,economy,직항
ICN,FUK,2023-08-02,13:55-15:25,181359,economy,직항
ICN,FUK,2023-08-02,08:35-10:00,182445,economy,직항
ICN,FUK,2023-08-02,10:05-11:30,184350,economy,직항
ICN,FUK,2023-08-02,15:30-16:45,197942,economy,직항
ICN,FUK,2023-08-02,07:35-08:55,199400,economy,직항
ICN,FUK,2023-08-02,14:45-16:10,205215,economy,직항
ICN,FUK,2023-08-02,18:35-19:55,207594,economy,직항
ICN,FUK,2023-08-02,16:05-17:30,207963,economy,직항
ICN,FUK,2023-08-02,08:45-10:15,209933,economy,직항
ICN,FUK,2023-08-02,12:30-13:50,210444,economy,직항
ICN,FUK,2023-08-02,18:20-19:40,210444,economy,직항
ICN,FUK,2023-08-02,09:35-11:00,221197,economy,직항
ICN,FUK,2023-08-02,06:25-08:00,223817,economy,직항
ICN,FUK,2023-08-02,16:10-20:55,226466,economy,1회 경유
ICN,FUK,2023-08-02,07:30-08:50,233757,economy,직항
ICN,FUK,2023-08-02,10:05-11:30,233811,economy,직항
ICN,FUK,2023-08-02,08:00-09:25,258400,economy,직항
ICN,FUK,2023-08-02,09:00-15:05,260764,economy,1회 경유
ICN,FUK,2023-08-03,18:25-19:50,106650,economy,직항
ICN,FUK,2023-08-03,07:30-08:55,108659,economy,직항
ICN,FUK,2023-08-03,16:50-18:15,116581,economy,직항
ICN,FUK,2023-08-03,11:25-13:05,122888,economy,직항
ICN,FUK,2023-08-03,15:55-17:15,127848,economy,직항
ICN,FUK,2023-08-03,16:05-17:30,128062,economy,직항
ICN,FUK,2023-08-03,14:45-16:10,132550,economy,직항
ICN,FUK,2023-08-03,14:25-16:00,133236,economy,직항
ICN,FUK,2023-08-03,18:25-19:50,149086,economy,직항
ICN,FUK,2023-08-03,15:30-16:45,150093,economy,직항
ICN,FUK,2023-08-03,13:55-15:25,150813,economy,직항
ICN,FUK,2023-08-03,07:40-09:05,156520,economy,직항
ICN,FUK,2023-08-03,06:25-07:55,157050,economy,직항
ICN,FUK,2023-08-03,10:05-11:30,158450,economy,직항
ICN,FUK,2023-08-03,09:35-11:00,173604,economy,직항
ICN,FUK,2023-08-03,08:35-10:00,173604,economy,직항
ICN,FUK,2023-08-03,16:05-17:30,174244,economy,직항
ICN,FUK,2023-08-03,14:45-16:10,178448,economy,직항
ICN,FUK,2023-08-03,12:00-13:20,181359,economy,직항
ICN,FUK,2023-08-03,07:30-08:50,181359,economy,직항
ICN,FUK,2023-08-03,15:30-16:45,197942,economy,직항
ICN,FUK,2023-08-03,18:20-19:40,204417,economy,직항
ICN,FUK,2023-08-03,10:05-11:30,205215,economy,직항
ICN,FUK,2023-08-03,08:45-10:15,209933,economy,직항
ICN,FUK,2023-08-03,13:55-15:25,214729,economy,직항
ICN,FUK,2023-08-03,16:10-20:55,222672,economy,1회 경유
ICN,FUK,2023-08-03,09:35-11:00,223817,economy,직항
ICN,FUK,2023-08-03,08:35-10:00,223817,economy,직항
ICN,FUK,2023-08-03,06:25-07:55,223817,economy,직항
ICN,FUK,2023-08-03,09:00-15:05,235780,economy,1회 경유
ICN,FUK,2023-08-04,18:25-19:50,97950,economy,직항
ICN,FUK,2023-08-04,06:25-08:00,106347,economy,직항
ICN,FUK,2023-08-04,14:45-16:10,106650,economy,직항
ICN,FUK,2023-08-04,11:25-13:05,112539,economy,직항
