dep,arr,date,times,price,grade,direct or nondirect
CJJ,FUK,2023-07-20,19:20-18:25,277886,economy,2회 경유
CJJ,FUK,2023-07-20,19:05-09:55,460570,economy,3회 경유
CJJ,FUK,2023-07-20,19:05-08:05,466001,economy,2회 경유
CJJ,FUK,2023-07-20,19:05-09:55,468645,economy,2회 경유
CJJ,FUK,2023-07-20,19:20-13:20,659622,economy,3회 경유
CJJ,FUK,2023-07-20,19:30-13:20,704687,economy,3회 경유
CJJ,FUK,2023-07-20,21:00-11:00,804207,economy,2회 경유
CJJ,FUK,2023-07-20,21:00-10:50,960887,economy,2회 경유
CJJ,FUK,2023-07-20,19:05-12:55,985756,economy,2회 경유
CJJ,FUK,2023-07-21,13:10-18:25,226695,economy,2회 경유
CJJ,FUK,2023-07-21,06:00-14:05,248324,economy,2회 경유
CJJ,FUK,2023-07-21,06:00-18:25,254893,economy,2회 경유
CJJ,FUK,2023-07-21,06:00-14:05,256724,economy,2회 경유
CJJ,FUK,2023-07-21,10:00-17:25,273594,economy,1회 경유
CJJ,FUK,2023-07-21,10:00-20:55,273594,economy,1회 경유
CJJ,FUK,2023-07-21,06:00-18:25,286439,economy,2회 경유
CJJ,FUK,2023-07-21,07:20-14:05,292529,economy,2회 경유
CJJ,FUK,2023-07-21,06:00-18:25,294106,economy,2회 경유
CJJ,FUK,2023-07-21,06:50-18:25,295363,economy,2회 경유
CJJ,FUK,2023-07-21,09:15-18:25,319907,economy,2회 경유
CJJ,FUK,2023-07-21,08:45-17:25,321630,economy,1회 경유
CJJ,FUK,2023-07-21,09:15-18:25,327461,economy,2회 경유
CJJ,FUK,2023-07-21,11:20-18:25,331567,economy,2회 경유
CJJ,FUK,2023-07-21,11:00-18:25,331673,economy,2회 경유
CJJ,FUK,2023-07-21,06:00-14:05,332627,economy,2회 경유
CJJ,FUK,2023-07-21,06:00-14:05,332627,economy,2회 경유
CJJ,FUK,2023-07-21,11:20-18:25,337927,economy,2회 경유
CJJ,FUK,2023-07-21,11:00-18:25,338033,economy,2회 경유
CJJ,FUK,2023-07-21,07:20-18:25,343453,economy,2회 경유
CJJ,FUK,2023-07-21,06:00-13:50,351522,economy,2회 경유
CJJ,FUK,2023-07-21,17:10-08:25,358222,economy,2회 경유
CJJ,FUK,2023-07-21,12:55-08:25,358491,economy,2회 경유
CJJ,FUK,2023-07-21,12:55-08:25,358491,economy,2회 경유
CJJ,FUK,2023-07-21,12:55-08:25,358491,economy,2회 경유
CJJ,FUK,2023-07-21,12:55-08:25,358491,economy,2회 경유
CJJ,FUK,2023-07-21,06:50-14:55,360122,economy,2회 경유
CJJ,FUK,2023-07-21,06:50-14:55,360122,economy,2회 경유
CJJ,FUK,2023-07-21,06:50-14:55,360122,economy,2회 경유
CJJ,FUK,2023-07-21,06:50-14:55,360122,economy,2회 경유
CJJ,FUK,2023-07-22,17:40-08:15,292645,economy,1회 경유
CJJ,FUK,2023-07-22,08:45-17:25,315606,economy,1회 경유
CJJ,FUK,2023-07-22,08:45-20:55,315606,economy,1회 경유
CJJ,FUK,2023-07-22,08:50-18:25,319906,economy,2회 경유
CJJ,FUK,2023-07-22,06:50-18:25,321909,economy,2회 경유
CJJ,FUK,2023-07-22,12:15-18:25,330496,economy,2회 경유
CJJ,FUK,2023-07-22,09:15-18:25,337105,economy,2회 경유
CJJ,FUK,2023-07-22,07:20-18:25,355496,economy,2회 경유
CJJ,FUK,2023-07-22,08:50-18:25,361893,economy,2회 경유
CJJ,FUK,2023-07-22,09:15-18:25,379092,economy,2회 경유
CJJ,FUK,2023-07-22,10:10-18:25,382633,economy,2회 경유
CJJ,FUK,2023-07-22,11:20-18:25,391391,economy,2회 경유
CJJ,FUK,2023-07-22,11:20-18:25,395339,economy,2회 경유
CJJ,FUK,2023-07-22,11:05-18:25,398951,economy,2회 경유
CJJ,FUK,2023-07-22,11:05-18:25,402899,economy,2회 경유
CJJ,FUK,2023-07-22,10:00-17:25,409350,economy,1회 경유
CJJ,FUK,2023-07-22,11:20-18:25,409899,economy,2회 경유
CJJ,FUK,2023-07-22,11:05-18:25,417459,economy,2회 경유
CJJ,FUK,2023-07-22,06:50-14:05,465515,economy,2회 경유
CJJ,FUK,2023-07-22,07:20-14:05,486108,economy,2회 경유
CJJ,FUK,2023-07-22,06:50-14:05,542145,economy,2회 경유
CJJ,FUK,2023-07-22,21:00-11:30,1092974,economy,2회 경유
CJJ,FUK,2023-07-22,21:00-13:50,1107464,economy,2회 경유
CJJ,FUK,2023-07-22,21:00-15:25,1117827,economy,2회 경유
CJJ,FUK,2023-07-22,21:00-11:00,1292080,economy,2회 경유
CJJ,FUK,2023-07-22,19:20-08:45,1375044,economy,3회 경유
CJJ,FUK,2023-07-22,19:05-08:45,1375044,economy,3회 경유
CJJ,FUK,2023-07-22,19:30-08:45,1409019,economy,3회 경유
CJJ,FUK,2023-07-22,19:20-09:35,1556291,economy,3회 경유
CJJ,FUK,2023-07-22,19:05-09:35,1556291,economy,3회 경유
CJJ,FUK,2023-07-23,17:40-08:15,283826,economy,1회 경유
CJJ,FUK,2023-07-23,19:05-18:25,284462,economy,2회 경유
CJJ,FUK,2023-07-23,06:50-18:25,399681,economy,2회 경유
CJJ,FUK,2023-07-23,08:50-18:25,401810,economy,2회 경유
CJJ,FUK,2023-07-23,09:15-18:25,423087,economy,2회 경유
CJJ,FUK,2023-07-23,09:15-18:25,423758,economy,2회 경유
CJJ,FUK,2023-07-23,08:45-17:25,437925,economy,1회 경유
CJJ,FUK,2023-07-23,10:10-18:25,457467,economy,2회 경유
CJJ,FUK,2023-07-23,11:20-18:25,466331,economy,2회 경유
CJJ,FUK,2023-07-23,10:00-17:25,473039,economy,1회 경유
CJJ,FUK,2023-07-23,11:20-18:25,489575,economy,2회 경유
CJJ,FUK,2023-07-23,08:50-17:00,810437,economy,2회 경유
CJJ,FUK,2023-07-23,10:00-18:20,861794,economy,2회 경유
CJJ,FUK,2023-07-23,09:05-17:00,883955,economy,2회 경유
CJJ,FUK,2023-07-23,21:00-16:10,889382,economy,2회 경유
CJJ,FUK,2023-07-23,21:00-13:20,919788,economy,2회 경유
CJJ,FUK,2023-07-23,21:00-16:10,925547,economy,2회 경유
CJJ,FUK,2023-07-23,21:00-13:50,929088,economy,2회 경유
CJJ,FUK,2023-07-23,21:00-11:30,990151,economy,2회 경유
CJJ,FUK,2023-07-23,21:00-11:00,992550,economy,2회 경유
CJJ,FUK,2023-07-23,21:00-11:30,1001819,economy,2회 경유
CJJ,FUK,2023-07-23,16:25-12:55,1066534,economy,2회 경유
CJJ,FUK,2023-07-23,17:10-12:55,1066648,economy,2회 경유
CJJ,FUK,2023-07-23,17:20-12:55,1070858,economy,2회 경유
CJJ,FUK,2023-07-23,16:25-12:55,1112032,economy,2회 경유
CJJ,FUK,2023-07-23,17:10-12:55,1112144,economy,2회 경유
CJJ,FUK,2023-07-23,17:20-12:55,1116244,economy,2회 경유
CJJ,FUK,2023-07-23,17:35-12:55,1160295,economy,2회 경유
CJJ,FUK,2023-07-23,17:35-12:55,1202993,economy,2회 경유
CJJ,FUK,2023-07-24,19:05-18:25,237299,economy,2회 경유
CJJ,FUK,2023-07-24,17:40-08:15,254487,economy,1회 경유
CJJ,FUK,2023-07-24,06:00-18:25,293666,economy,2회 경유
CJJ,FUK,2023-07-24,06:00-18:25,297545,economy,2회 경유
CJJ,FUK,2023-07-24,06:50-18:25,301010,economy,2회 경유
CJJ,FUK,2023-07-24,07:20-18:25,316886,economy,2회 경유
CJJ,FUK,2023-07-24,08:45-17:25,339146,economy,1회 경유
CJJ,FUK,2023-07-24,12:00-18:25,361061,economy,2회 경유
CJJ,FUK,2023-07-24,10:10-18:25,370556,economy,2회 경유
CJJ,FUK,2023-07-24,09:15-18:25,370607,economy,2회 경유
CJJ,FUK,2023-07-24,09:15-18:25,373592,economy,2회 경유
CJJ,FUK,2023-07-24,16:05-08:05,380447,economy,2회 경유
CJJ,FUK,2023-07-24,12:55-08:05,381474,economy,2회 경유
CJJ,FUK,2023-07-24,13:10-08:05,386147,economy,2회 경유
CJJ,FUK,2023-07-24,06:00-13:50,392523,economy,2회 경유
CJJ,FUK,2023-07-24,16:05-08:05,393140,economy,2회 경유
CJJ,FUK,2023-07-24,17:10-08:05,393763,economy,2회 경유
CJJ,FUK,2023-07-24,17:20-08:05,396716,economy,2회 경유
CJJ,FUK,2023-07-24,17:10-08:05,406475,economy,2회 경유
CJJ,FUK,2023-07-24,16:10-08:05,407904,economy,2회 경유
CJJ,FUK,2023-07-24,17:20-08:05,409352,economy,2회 경유
CJJ,FUK,2023-07-24,11:20-18:25,412828,economy,2회 경유
CJJ,FUK,2023-07-24,11:20-18:25,414151,economy,2회 경유
CJJ,FUK,2023-07-24,19:05-08:05,420816,economy,2회 경유
CJJ,FUK,2023-07-24,17:35-08:05,508513,economy,2회 경유
CJJ,FUK,2023-07-24,21:00-16:10,600775,economy,2회 경유
CJJ,FUK,2023-07-24,19:30-10:55,677262,economy,2회 경유
CJJ,FUK,2023-07-25,17:40-08:15,197826,economy,1회 경유
CJJ,FUK,2023-07-25,11:20-18:25,322853,economy,2회 경유
CJJ,FUK,2023-07-25,06:50-18:25,323069,economy,2회 경유
CJJ,FUK,2023-07-25,11:20-18:25,327014,economy,2회 경유
CJJ,FUK,2023-07-25,11:00-18:25,329293,economy,2회 경유
CJJ,FUK,2023-07-25,11:00-18:25,333455,economy,2회 경유
CJJ,FUK,2023-07-25,10:10-18:25,339895,economy,2회 경유
CJJ,FUK,2023-07-25,11:20-18:25,343012,economy,2회 경유
CJJ,FUK,2023-07-25,10:10-18:25,344057,economy,2회 경유
CJJ,FUK,2023-07-25,12:15-18:25,347353,economy,2회 경유
CJJ,FUK,2023-07-25,11:05-18:25,348552,economy,2회 경유
CJJ,FUK,2023-07-25,11:00-18:25,349452,economy,2회 경유
CJJ,FUK,2023-07-25,11:05-18:25,352713,economy,2회 경유
CJJ,FUK,2023-07-25,11:20-18:25,358744,economy,2회 경유
CJJ,FUK,2023-07-25,11:20-18:25,362829,economy,2회 경유
CJJ,FUK,2023-07-25,10:00-17:25,364347,economy,1회 경유
CJJ,FUK,2023-07-25,11:00-18:25,365065,economy,2회 경유
CJJ,FUK,2023-07-25,11:05-18:25,368711,economy,2회 경유
CJJ,FUK,2023-07-25,11:00-18:25,369150,economy,2회 경유
CJJ,FUK,2023-07-25,10:10-18:25,381379,economy,2회 경유
CJJ,FUK,2023-07-25,10:00-18:20,736019,economy,2회 경유
CJJ,FUK,2023-07-26,17:40-08:15,219326,economy,1회 경유
CJJ,FUK,2023-07-26,08:45-17:25,348006,economy,1회 경유
CJJ,FUK,2023-07-26,08:45-20:55,348006,economy,1회 경유
CJJ,FUK,2023-07-26,17:40-14:50,350199,economy,2회 경유
CJJ,FUK,2023-07-26,10:00-17:25,397902,economy,1회 경유
CJJ,FUK,2023-07-26,10:00-20:55,397902,economy,1회 경유
CJJ,FUK,2023-07-26,10:00-17:25,441642,economy,1회 경유
CJJ,FUK,2023-07-26,10:00-20:55,441642,economy,1회 경유
CJJ,FUK,2023-07-26,08:45-18:40,537537,economy,2회 경유
CJJ,FUK,2023-07-26,08:45-21:30,537537,economy,2회 경유
CJJ,FUK,2023-07-26,10:00-21:20,538780,economy,2회 경유
CJJ,FUK,2023-07-26,08:45-17:50,548129,economy,2회 경유
CJJ,FUK,2023-07-26,08:45-20:00,548129,economy,2회 경유
CJJ,FUK,2023-07-26,08:45-21:20,548129,economy,2회 경유
CJJ,FUK,2023-07-26,08:45-20:00,556532,economy,2회 경유
CJJ,FUK,2023-07-26,10:00-20:00,557583,economy,2회 경유
CJJ,FUK,2023-07-26,19:20-10:55,632321,economy,2회 경유
CJJ,FUK,2023-07-26,21:00-13:20,632697,economy,2회 경유
CJJ,FUK,2023-07-26,19:30-10:55,634426,economy,2회 경유
CJJ,FUK,2023-07-26,10:00-19:20,637172,economy,2회 경유
CJJ,FUK,2023-07-26,21:00-11:30,647964,economy,2회 경유
CJJ,FUK,2023-07-26,21:00-11:00,650903,economy,2회 경유
CJJ,FUK,2023-07-26,10:00-19:20,670440,economy,2회 경유
CJJ,FUK,2023-07-26,21:00-15:25,677393,economy,2회 경유
CJJ,FUK,2023-07-26,21:00-11:30,690333,economy,2회 경유
CJJ,FUK,2023-07-26,21:00-13:20,692357,economy,2회 경유
CJJ,FUK,2023-07-26,10:00-18:20,861794,economy,2회 경유
CJJ,FUK,2023-07-26,10:00-18:50,861794,economy,2회 경유
CJJ,FUK,2023-07-26,10:00-18:45,894052,economy,2회 경유
CJJ,FUK,2023-07-26,10:00-19:00,907841,economy,2회 경유
CJJ,FUK,2023-07-28,10:00-20:55,256547,economy,1회 경유
CJJ,FUK,2023-07-28,17:40-08:15,259445,economy,1회 경유
CJJ,FUK,2023-07-28,10:00-17:25,277221,economy,1회 경유
CJJ,FUK,2023-07-28,10:00-20:55,299364,economy,1회 경유
CJJ,FUK,2023-07-28,08:45-20:55,302445,economy,1회 경유
CJJ,FUK,2023-07-28,10:00-17:25,321430,economy,1회 경유
CJJ,FUK,2023-07-28,08:45-17:25,324525,economy,1회 경유
CJJ,FUK,2023-07-28,06:00-18:25,393550,economy,2회 경유
CJJ,FUK,2023-07-28,06:00-18:25,400291,economy,2회 경유
CJJ,FUK,2023-07-28,06:00-14:05,408278,economy,2회 경유
CJJ,FUK,2023-07-28,06:00-14:05,416068,economy,2회 경유
CJJ,FUK,2023-07-28,06:00-14:05,421368,economy,2회 경유
CJJ,FUK,2023-07-28,06:00-13:50,424105,economy,2회 경유
CJJ,FUK,2023-07-28,10:00-20:00,428488,economy,2회 경유
CJJ,FUK,2023-07-28,09:05-16:55,433174,economy,2회 경유
CJJ,FUK,2023-07-28,09:05-16:55,435995,economy,2회 경유
CJJ,FUK,2023-07-28,09:05-16:55,441395,economy,2회 경유
CJJ,FUK,2023-07-28,10:00-21:20,445198,economy,2회 경유
CJJ,FUK,2023-07-28,06:00-14:05,466662,economy,2회 경유
CJJ,FUK,2023-07-28,10:00-19:20,502296,economy,2회 경유
CJJ,FUK,2023-07-28,10:00-18:50,584745,economy,2회 경유
CJJ,FUK,2023-07-28,10:00-18:20,595534,economy,2회 경유
CJJ,FUK,2023-07-28,16:05-09:55,743553,economy,2회 경유
CJJ,FUK,2023-07-28,17:20-09:55,744773,economy,2회 경유
CJJ,FUK,2023-07-28,16:10-09:55,744773,economy,2회 경유
CJJ,FUK,2023-07-28,17:20-09:55,769093,economy,2회 경유
CJJ,FUK,2023-07-28,17:35-09:55,777945,economy,2회 경유
CJJ,FUK,2023-07-28,17:35-09:55,801708,economy,2회 경유
CJJ,FUK,2023-07-28,16:05-10:55,876820,economy,2회 경유
CJJ,FUK,2023-07-28,17:20-10:55,877958,economy,2회 경유
CJJ,FUK,2023-07-29,17:40-08:15,315606,economy,1회 경유
CJJ,FUK,2023-07-29,10:00-20:55,356642,economy,1회 경유
CJJ,FUK,2023-07-29,08:45-20:55,371546,economy,1회 경유
CJJ,FUK,2023-07-29,10:00-17:25,375347,economy,1회 경유
CJJ,FUK,2023-07-29,08:45-17:25,390251,economy,1회 경유
CJJ,FUK,2023-07-29,10:00-20:55,400382,economy,1회 경유
CJJ,FUK,2023-07-29,10:00-17:25,419087,economy,1회 경유
CJJ,FUK,2023-07-29,10:00-21:20,462433,economy,2회 경유
CJJ,FUK,2023-07-29,09:05-18:25,470078,economy,2회 경유
CJJ,FUK,2023-07-29,09:05-18:25,477157,economy,2회 경유
CJJ,FUK,2023-07-29,09:05-18:25,479184,economy,2회 경유
CJJ,FUK,2023-07-29,10:00-20:00,479418,economy,2회 경유
CJJ,FUK,2023-07-29,09:05-19:55,487969,economy,2회 경유
CJJ,FUK,2023-07-29,09:05-18:25,488840,economy,2회 경유
CJJ,FUK,2023-07-29,09:05-18:25,491997,economy,2회 경유
CJJ,FUK,2023-07-29,10:00-19:20,540025,economy,2회 경유
CJJ,FUK,2023-07-29,08:45-17:50,601392,economy,2회 경유
CJJ,FUK,2023-07-29,08:45-18:40,605859,economy,2회 경유
CJJ,FUK,2023-07-29,10:00-18:50,639869,economy,2회 경유
CJJ,FUK,2023-07-29,10:00-18:20,661106,economy,2회 경유
CJJ,FUK,2023-07-29,21:00-11:30,1215631,economy,2회 경유
CJJ,FUK,2023-07-29,21:00-16:10,1219063,economy,2회 경유
CJJ,FUK,2023-07-29,21:00-11:00,1448021,economy,2회 경유
CJJ,FUK,2023-07-29,18:05-14:10,1721300,economy,2회 경유
CJJ,FUK,2023-07-30,17:40-08:15,240826,economy,1회 경유
CJJ,FUK,2023-07-30,10:00-17:25,373466,economy,1회 경유
CJJ,FUK,2023-07-30,10:00-20:55,373466,economy,1회 경유
CJJ,FUK,2023-07-30,08:45-17:25,388370,economy,1회 경유
CJJ,FUK,2023-07-30,08:45-20:55,388370,economy,1회 경유
CJJ,FUK,2023-07-30,10:00-17:25,417314,economy,1회 경유
CJJ,FUK,2023-07-30,10:00-20:55,417314,economy,1회 경유
CJJ,FUK,2023-07-30,10:00-20:30,498004,economy,2회 경유
CJJ,FUK,2023-07-30,10:00-21:35,499018,economy,2회 경유
CJJ,FUK,2023-07-30,08:45-18:50,597522,economy,2회 경유
CJJ,FUK,2023-07-30,08:45-18:40,604879,economy,2회 경유
CJJ,FUK,2023-07-30,08:45-17:50,614339,economy,2회 경유
CJJ,FUK,2023-07-30,10:00-20:00,620114,economy,2회 경유
CJJ,FUK,2023-07-30,19:20-12:55,1036042,economy,2회 경유
CJJ,FUK,2023-07-30,19:30-12:55,1044235,economy,2회 경유
CJJ,FUK,2023-07-30,21:00-16:10,1064530,economy,2회 경유
CJJ,FUK,2023-07-30,16:25-12:55,1067722,economy,2회 경유
CJJ,FUK,2023-07-30,16:25-12:55,1068929,economy,2회 경유
CJJ,FUK,2023-07-31,17:40-08:15,249647,economy,1회 경유
CJJ,FUK,2023-07-31,08:45-17:25,315606,economy,1회 경유
CJJ,FUK,2023-07-31,08:45-20:55,325451,economy,1회 경유
CJJ,FUK,2023-07-31,10:00-17:25,397902,economy,1회 경유
CJJ,FUK,2023-07-31,19:30-14:05,413911,economy,2회 경유
CJJ,FUK,2023-07-31,07:20-18:25,416965,economy,2회 경유
CJJ,FUK,2023-07-31,06:00-14:05,421842,economy,2회 경유
CJJ,FUK,2023-07-31,06:00-14:05,426013,economy,2회 경유
CJJ,FUK,2023-07-31,07:20-14:05,429122,economy,2회 경유
CJJ,FUK,2023-07-31,06:00-14:05,429193,economy,2회 경유
CJJ,FUK,2023-07-31,07:20-14:05,433293,economy,2회 경유
CJJ,FUK,2023-07-31,10:00-17:25,441642,economy,1회 경유
CJJ,FUK,2023-07-31,06:00-13:50,445305,economy,2회 경유
CJJ,FUK,2023-07-31,06:00-14:05,473865,economy,2회 경유
CJJ,FUK,2023-07-31,06:00-14:05,478115,economy,2회 경유
CJJ,FUK,2023-07-31,07:20-14:05,481283,economy,2회 경유
CJJ,FUK,2023-07-31,07:20-14:05,485533,economy,2회 경유
CJJ,FUK,2023-07-31,10:00-21:20,565750,economy,2회 경유
CJJ,FUK,2023-07-31,10:00-20:00,568549,economy,2회 경유
CJJ,FUK,2023-07-31,10:00-20:35,621057,economy,2회 경유
CJJ,FUK,2023-07-31,19:30-10:55,627018,economy,2회 경유
CJJ,FUK,2023-07-31,10:00-20:25,646310,economy,2회 경유
CJJ,FUK,2023-07-31,10:00-19:20,651793,economy,2회 경유
CJJ,FUK,2023-07-31,15:40-08:05,679710,economy,3회 경유
CJJ,FUK,2023-07-31,10:00-18:50,727956,economy,2회 경유
CJJ,FUK,2023-07-31,10:00-18:20,748231,economy,2회 경유
CJJ,FUK,2023-07-31,07:20-17:00,764898,economy,2회 경유
CJJ,FUK,2023-08-01,17:40-08:15,219326,economy,1회 경유
CJJ,FUK,2023-08-01,08:45-17:25,339146,economy,1회 경유
CJJ,FUK,2023-08-01,08:45-20:55,339146,economy,1회 경유
CJJ,FUK,2023-08-01,10:00-17:25,389042,economy,1회 경유
CJJ,FUK,2023-08-01,10:00-20:55,389042,economy,1회 경유
CJJ,FUK,2023-08-01,10:00-17:25,400382,economy,1회 경유
CJJ,FUK,2023-08-01,10:00-20:55,400382,economy,1회 경유
CJJ,FUK,2023-08-01,17:40-14:25,406520,economy,2회 경유
CJJ,FUK,2023-08-01,06:50-18:25,438768,economy,2회 경유
CJJ,FUK,2023-08-01,17:20-14:05,444007,economy,2회 경유
CJJ,FUK,2023-08-01,19:30-14:05,448462,economy,2회 경유
CJJ,FUK,2023-08-01,10:00-21:20,490943,economy,2회 경유
CJJ,FUK,2023-08-01,06:50-14:05,494268,economy,2회 경유
CJJ,FUK,2023-08-01,06:50-14:05,494908,economy,2회 경유
CJJ,FUK,2023-08-01,08:45-17:40,533436,economy,2회 경유
CJJ,FUK,2023-08-01,08:45-18:40,537537,economy,2회 경유
CJJ,FUK,2023-08-01,06:50-14:05,546186,economy,2회 경유
CJJ,FUK,2023-08-01,10:00-19:20,550144,economy,2회 경유
CJJ,FUK,2023-08-01,19:30-10:55,573836,economy,2회 경유
CJJ,FUK,2023-08-01,19:05-10:55,575827,economy,2회 경유
CJJ,FUK,2023-08-01,10:00-19:20,594299,economy,2회 경유
CJJ,FUK,2023-08-01,10:00-18:50,706513,economy,2회 경유
CJJ,FUK,2023-08-01,10:00-18:20,727348,economy,2회 경유
CJJ,FUK,2023-08-01,10:00-18:50,727348,economy,2회 경유
CJJ,FUK,2023-08-01,19:05-09:55,836025,economy,3회 경유
CJJ,FUK,2023-08-01,19:05-09:55,839935,economy,3회 경유
CJJ,FUK,2023-08-01,21:00-11:30,1396985,economy,2회 경유
CJJ,FUK,2023-08-02,17:40-08:15,297487,economy,1회 경유
CJJ,FUK,2023-08-02,08:45-17:25,339146,economy,1회 경유
CJJ,FUK,2023-08-02,08:45-20:55,339146,economy,1회 경유
CJJ,FUK,2023-08-02,19:05-14:05,406409,economy,2회 경유
CJJ,FUK,2023-08-02,19:30-14:05,407258,economy,2회 경유
CJJ,FUK,2023-08-02,19:05-14:05,413071,economy,2회 경유
CJJ,FUK,2023-08-02,19:30-14:05,413897,economy,2회 경유
CJJ,FUK,2023-08-02,16:10-08:05,418991,economy,2회 경유
CJJ,FUK,2023-08-02,13:10-08:05,424146,economy,2회 경유
CJJ,FUK,2023-08-02,10:00-17:25,432782,economy,1회 경유
CJJ,FUK,2023-08-02,10:00-20:55,432782,economy,1회 경유
CJJ,FUK,2023-08-02,14:05-08:05,454509,economy,2회 경유
CJJ,FUK,2023-08-02,10:00-21:20,510809,economy,2회 경유
CJJ,FUK,2023-08-02,08:45-20:00,528791,economy,2회 경유
CJJ,FUK,2023-08-02,10:00-20:00,528863,economy,2회 경유
CJJ,FUK,2023-08-02,06:50-14:05,530423,economy,2회 경유
CJJ,FUK,2023-08-02,08:45-20:00,540772,economy,2회 경유
CJJ,FUK,2023-08-02,08:45-17:40,548129,economy,2회 경유
CJJ,FUK,2023-08-02,08:45-18:50,548129,economy,2회 경유
CJJ,FUK,2023-08-02,08:45-20:00,548129,economy,2회 경유
CJJ,FUK,2023-08-02,08:45-18:40,552595,economy,2회 경유
CJJ,FUK,2023-08-02,19:05-10:55,553585,economy,2회 경유
CJJ,FUK,2023-08-02,19:30-10:55,554434,economy,2회 경유
CJJ,FUK,2023-08-02,17:20-10:55,554434,economy,2회 경유
CJJ,FUK,2023-08-02,19:05-10:00,557175,economy,3회 경유
CJJ,FUK,2023-08-02,17:20-10:00,558024,economy,3회 경유
CJJ,FUK,2023-08-02,17:20-10:50,563755,economy,3회 경유
CJJ,FUK,2023-08-02,19:05-10:00,566493,economy,3회 경유
CJJ,FUK,2023-08-02,17:20-10:00,567341,economy,3회 경유
CJJ,FUK,2023-08-02,17:20-10:50,572830,economy,3회 경유
CJJ,FUK,2023-08-03,17:40-08:15,228145,economy,1회 경유
CJJ,FUK,2023-08-03,19:30-14:05,335269,economy,2회 경유
CJJ,FUK,2023-08-03,19:30-14:05,343430,economy,2회 경유
CJJ,FUK,2023-08-03,06:50-18:50,346683,economy,2회 경유
CJJ,FUK,2023-08-03,06:50-18:50,346683,economy,2회 경유
CJJ,FUK,2023-08-03,08:45-17:25,348006,economy,1회 경유
CJJ,FUK,2023-08-03,10:10-18:50,375623,economy,2회 경유
CJJ,FUK,2023-08-03,10:10-18:50,375623,economy,2회 경유
CJJ,FUK,2023-08-03,12:30-20:55,376903,economy,2회 경유
CJJ,FUK,2023-08-03,12:30-18:50,379247,economy,2회 경유
CJJ,FUK,2023-08-03,09:30-18:40,379760,economy,1회 경유
CJJ,FUK,2023-08-03,09:05-18:50,383183,economy,2회 경유
CJJ,FUK,2023-08-03,09:05-18:50,383183,economy,2회 경유
CJJ,FUK,2023-08-03,06:50-14:55,401839,economy,2회 경유
CJJ,FUK,2023-08-03,06:50-14:55,401839,economy,2회 경유
CJJ,FUK,2023-08-03,12:55-20:55,426522,economy,2회 경유
CJJ,FUK,2023-08-03,12:30-18:50,430182,economy,2회 경유
CJJ,FUK,2023-08-03,09:30-17:40,436332,economy,1회 경유
CJJ,FUK,2023-08-03,09:30-18:50,436332,economy,1회 경유
CJJ,FUK,2023-08-03,10:00-17:25,441642,economy,1회 경유
CJJ,FUK,2023-08-03,12:15-08:05,507710,economy,3회 경유
CJJ,FUK,2023-08-03,12:15-08:05,509474,economy,3회 경유
CJJ,FUK,2023-08-03,12:30-08:05,509538,economy,3회 경유
CJJ,FUK,2023-08-03,12:30-08:05,511302,economy,3회 경유
CJJ,FUK,2023-08-03,12:55-08:05,512192,economy,3회 경유
CJJ,FUK,2023-08-03,12:55-08:05,513956,economy,3회 경유
CJJ,FUK,2023-08-03,12:15-08:05,524522,economy,3회 경유
CJJ,FUK,2023-08-03,12:30-08:05,526399,economy,3회 경유
CJJ,FUK,2023-08-03,12:55-08:05,529124,economy,3회 경유
CJJ,FUK,2023-08-03,10:00-21:20,544883,economy,2회 경유
CJJ,FUK,2023-08-04,17:40-08:15,248724,economy,1회 경유
CJJ,FUK,2023-08-04,08:45-20:55,292645,economy,1회 경유
CJJ,FUK,2023-08-04,08:45-17:25,302445,economy,1회 경유
CJJ,FUK,2023-08-04,13:00-20:55,310209,economy,2회 경유
CJJ,FUK,2023-08-04,06:50-18:50,334392,economy,2회 경유
CJJ,FUK,2023-08-04,06:50-18:50,334392,economy,2회 경유
CJJ,FUK,2023-08-04,06:50-18:50,334392,economy,2회 경유
CJJ,FUK,2023-08-04,06:50-14:55,335441,economy,2회 경유
CJJ,FUK,2023-08-04,06:50-14:55,335441,economy,2회 경유
CJJ,FUK,2023-08-04,06:50-14:55,335441,economy,2회 경유
CJJ,FUK,2023-08-04,06:00-16:55,339700,economy,2회 경유
CJJ,FUK,2023-08-04,12:30-20:55,341322,economy,2회 경유
CJJ,FUK,2023-08-04,06:00-14:55,343760,economy,2회 경유
CJJ,FUK,2023-08-04,12:00-20:55,343778,economy,2회 경유
CJJ,FUK,2023-08-04,06:00-14:55,347000,economy,2회 경유
CJJ,FUK,2023-08-04,06:00-14:05,348740,economy,2회 경유
CJJ,FUK,2023-08-04,13:00-20:55,351376,economy,2회 경유
CJJ,FUK,2023-08-04,19:05-14:05,356965,economy,2회 경유
CJJ,FUK,2023-08-04,06:00-18:25,359543,economy,2회 경유
CJJ,FUK,2023-08-04,10:00-17:25,365087,economy,1회 경유
CJJ,FUK,2023-08-04,06:50-16:55,366100,economy,2회 경유
CJJ,FUK,2023-08-04,07:20-16:55,368900,economy,2회 경유
CJJ,FUK,2023-08-04,06:00-14:05,368967,economy,2회 경유
CJJ,FUK,2023-08-04,19:20-14:05,370754,economy,2회 경유
CJJ,FUK,2023-08-04,07:20-14:55,371391,economy,2회 경유
